Country,City/Town,Year,PM2.5,PM10,CO₂ emissions per capita,Renewables,pm25_normalized,pm10_normalized,co2_normalized,ren_normalized,risk_score,risk_category,latitude,longitude
China,Xingtai,2016,87,186,6.9428844,11.113145,0.58,0.744,0.69428844,0.565012848682329,63.26602577364658,High Risk,37.0616519,114.499746
China,Anyang,2016,86,155,6.9428844,11.113145,0.5733333333333334,0.62,0.69428844,0.565012848682329,60.51935910697992,High Risk,35.9901282,114.5096506
China,Liaocheng,2016,86,151,6.9428844,11.113145,0.5733333333333334,0.604,0.69428844,0.565012848682329,60.19935910697992,High Risk,36.4441808,115.9642007
China,Jiaozuo,2016,85,142,6.9428844,11.113145,0.5666666666666667,0.568,0.69428844,0.565012848682329,59.212692440313255,High Risk,35.1375,113.143889
Qatar,Al Wakrah,2012,85,152,49.15157,0.007277364,0.5666666666666667,0.608,1.0,0.9998227284401506,74.82312123546969,High Risk,25.0037453,51.4103338
Bangladesh,Khulna,2015,84,94,0.48277447,0.7931762,0.56,0.376,0.048277447,0.9690537160961454,50.2666232619229,High Risk,22.9372087,89.2852741
China,Xinxiang,2016,84,144,6.9428844,11.113145,0.56,0.576,0.69428844,0.565012848682329,59.106025773646586,High Risk,35.3021133,113.9202062
India,Nagpur,2016,84,86,1.7504745,6.369765,0.56,0.344,0.17504745,0.7507226513779872,47.79540202755975,Moderate Risk,21.1498134,79.0820556
China,Handan,2016,82,175,6.9428844,11.113145,0.5466666666666666,0.7,0.69428844,0.565012848682329,61.05269244031325,High Risk,36.6107711,114.4857072
China,Heze,2016,82,143,6.9428844,11.113145,0.5466666666666666,0.572,0.69428844,0.565012848682329,58.492692440313256,High Risk,35.2477266,115.4464761
China,Ji'ning,2015,82,140,7.0609546,10.27758,0.5466666666666666,0.56,0.70609546,0.5977263591515298,59.14310304969727,High Risk,29.8261878,121.4584049
China,Xianyang,2016,82,149,6.9428844,11.113145,0.5466666666666666,0.596,0.69428844,0.565012848682329,58.972692440313246,High Risk,34.3323227,108.7128495
Bangladesh,Gazipur,2015,81,143,0.48277447,0.7931762,0.54,0.572,0.048277447,0.9690537160961454,53.386623261922914,High Risk,23.9997166,90.4184036
China,Dezhou,2016,81,141,6.9428844,11.113145,0.54,0.564,0.69428844,0.565012848682329,58.06602577364659,High Risk,37.4363704,116.3534091
China,Zaozhuang,2016,81,141,6.9428844,11.113145,0.54,0.564,0.69428844,0.565012848682329,58.06602577364659,High Risk,34.8108822,117.3178922
Bangladesh,Barisal,2015,80,113,0.48277447,0.7931762,0.5333333333333333,0.452,0.048277447,0.9690537160961454,50.71995659525624,High Risk,22.4934035,90.3548015
China,Dongying,2015,79,136,7.0609546,10.27758,0.5266666666666666,0.544,0.70609546,0.5977263591515298,58.02310304969727,High Risk,37.4334738,118.6689349
China,Luoyang,2016,79,130,6.9428844,11.113145,0.5266666666666666,0.52,0.69428844,0.565012848682329,56.652692440313245,High Risk,34.6196539,112.4477046
Kuwait,Al-Ahmadi,2015,79,138,24.336504,0.0027495127,0.5266666666666666,0.552,1.0,1.0,72.10666666666667,High Risk,28.8538571,48.1652377
China,Shouguang,2014,78,117,7.187588,9.689675,0.52,0.468,0.7187588,0.6207436425135608,56.950048850271216,High Risk,36.8762356,118.7322549
China,Zhengzhou,2016,78,143,6.9428844,11.113145,0.52,0.572,0.69428844,0.565012848682329,57.426025773646586,High Risk,34.7472531,113.619321
China,Luohe,2016,77,130,6.9428844,11.113145,0.5133333333333333,0.52,0.69428844,0.565012848682329,56.11935910697992,High Risk,33.571189,114.0289356
China,Shangqiu,2016,77,127,6.9428844,11.113145,0.5133333333333333,0.508,0.69428844,0.565012848682329,55.87935910697992,High Risk,34.4168215,115.6507447
China,Weinan,2016,76,139,6.9428844,11.113145,0.5066666666666667,0.556,0.69428844,0.565012848682329,56.57269244031325,High Risk,34.5169112,109.4643291
China,Weinan,2016,76,139,6.9428844,11.113145,0.5066666666666667,0.556,0.69428844,0.565012848682329,56.57269244031325,High Risk,34.5169112,109.4643291
China,Pingdingshan,2016,75,125,6.9428844,11.113145,0.5,0.5,0.69428844,0.565012848682329,55.18602577364658,High Risk,33.7419956,113.3002154
Saudi Arabia,Yanbu,2017,75,116,20.936852,0.005488546,0.5,0.464,1.0,0.9998927631069576,69.27785526213916,High Risk,24.089019,38.0687076
China,Linfen,2016,74,158,6.9428844,11.113145,0.4933333333333333,0.632,0.69428844,0.565012848682329,57.559359106979926,High Risk,36.229963,111.381767
China,Tangshan,2016,74,127,6.9428844,11.113145,0.4933333333333333,0.508,0.69428844,0.565012848682329,55.07935910697992,High Risk,39.6295951,118.1738712
China,Urumqi,2016,74,115,6.9428844,11.113145,0.4933333333333333,0.46,0.69428844,0.565012848682329,54.11935910697993,High Risk,43.8244074,87.6139038
India,Kolkata,2016,74,136,1.7504745,6.369765,0.4933333333333333,0.544,0.17504745,0.7507226513779872,49.12873536089308,Moderate Risk,22.5726459,88.3638953
China,Beijing,2016,73,92,6.9428844,11.113145,0.4866666666666667,0.368,0.69428844,0.565012848682329,52.012692440313245,High Risk,39.9057136,116.3912972
China,Hebi,2016,73,128,6.9428844,11.113145,0.4866666666666667,0.512,0.69428844,0.565012848682329,54.892692440313255,High Risk,35.7494986,114.2912899
China,Jinan,2016,73,141,6.9428844,11.113145,0.4866666666666667,0.564,0.69428844,0.565012848682329,55.93269244031325,High Risk,36.6519754,117.1138479
China,Jinan,2016,73,141,6.9428844,11.113145,0.4866666666666667,0.564,0.69428844,0.565012848682329,55.93269244031325,High Risk,36.6519754,117.1138479
China,Laiwu,2016,73,127,6.9428844,11.113145,0.4866666666666667,0.508,0.69428844,0.565012848682329,54.81269244031325,High Risk,36.2150252,117.6698329
China,Zigong,2016,73,99,6.9428844,11.113145,0.4866666666666667,0.396,0.69428844,0.565012848682329,52.57269244031325,High Risk,29.3419256,104.7761224
Saudi Arabia,Riyadh,2016,73,251,20.873049,0.0036253089,0.4866666666666667,1.0,1.0,0.9999657113831268,79.4659808943292,Very High Risk,23.333333,45.333333
China,Anshan,2015,72,115,7.0609546,10.27758,0.48,0.46,0.70609546,0.5977263591515298,54.4764363830306,High Risk,40.822222,122.8275
China,Kaifeng,2016,72,122,6.9428844,11.113145,0.48,0.488,0.69428844,0.565012848682329,54.14602577364659,High Risk,34.604167,114.497222
China,Xi'an,2016,71,137,6.9428844,11.113145,0.4733333333333333,0.548,0.69428844,0.565012848682329,55.07935910697992,High Risk,34.261004,108.9423363
China,Binzhou,2016,70,123,6.9428844,11.113145,0.4666666666666667,0.492,0.69428844,0.565012848682329,53.69269244031325,High Risk,37.3821206,117.9647262
China,Yangquan,2014,70,105,7.187588,9.689675,0.4666666666666667,0.42,0.7187588,0.6207436425135608,53.85671551693788,High Risk,38.0935972,113.5265601
China,Cangzhou,2016,69,147,6.9428844,11.113145,0.46,0.588,0.69428844,0.565012848682329,55.34602577364659,High Risk,38.3042796,116.8511597
China,Puyang,2016,69,137,6.9428844,11.113145,0.46,0.548,0.69428844,0.565012848682329,54.54602577364659,High Risk,35.7631348,115.0234071
China,Tianjin,2016,69,103,6.9428844,11.113145,0.46,0.412,0.69428844,0.565012848682329,51.82602577364659,High Risk,39.3032619,117.4163641
China,Jiangyin,2014,68,102,7.187588,9.689675,0.4533333333333333,0.408,0.7187588,0.6207436425135608,53.08338218360456,High Risk,31.9215518,120.2808847
China,Weinan,2014,68,102,7.187588,9.689675,0.4533333333333333,0.408,0.7187588,0.6207436425135608,53.08338218360456,High Risk,34.5169112,109.4643291
China,Weinan,2014,68,102,7.187588,9.689675,0.4533333333333333,0.408,0.7187588,0.6207436425135608,53.08338218360456,High Risk,34.5169112,109.4643291
China,Xuchang,2016,68,122,6.9428844,11.113145,0.4533333333333333,0.488,0.69428844,0.565012848682329,53.07935910697992,High Risk,34.0392527,113.8461624
China,Zhoukou,2016,68,113,6.9428844,11.113145,0.4533333333333333,0.452,0.69428844,0.565012848682329,52.35935910697992,High Risk,33.808333,114.911944
China,Zhumadian,2016,68,120,6.9428844,11.113145,0.4533333333333333,0.48,0.69428844,0.565012848682329,52.91935910697991,High Risk,33.0115818,114.0164565
Pakistan,Lahore,2010,68,198,0.7403367,10.435932,0.4533333333333333,0.792,0.07403367,0.5915266621682683,47.284539976698696,Moderate Risk,31.5656822,74.3141829
China,Changzhi,2014,67,101,7.187588,9.689675,0.4466666666666666,0.404,0.7187588,0.6207436425135608,52.736715516937885,High Risk,36.1830167,113.0992929
Bangladesh,Chittagong,2015,66,91,0.48277447,0.7931762,0.44,0.364,0.048277447,0.9690537160961454,45.22662326192291,Moderate Risk,22.333778,91.8344348
China,Langfang,2016,66,112,6.9428844,11.113145,0.44,0.448,0.69428844,0.565012848682329,51.746025773646586,High Risk,39.5302055,116.6926134
China,Sanmenxia,2016,66,127,6.9428844,11.113145,0.44,0.508,0.69428844,0.565012848682329,52.94602577364659,High Risk,34.4228647,111.0489969
China,Taiyuan,2016,66,125,6.9428844,11.113145,0.44,0.5,0.69428844,0.565012848682329,52.786025773646585,High Risk,37.8699921,112.5437075
Iran,Hamedan,2013,66,149,7.5856357,1.4233078,0.44,0.596,0.75856357,0.9443832036960638,63.57893547392127,High Risk,34.9726302,48.6563818
Pakistan,Islamabad,2011,66,217,0.7336991,10.6061125,0.44,0.868,0.07336991,0.5848638632616556,48.12467546523312,Moderate Risk,33.6938118,73.0651511
India,Ahmedabad,2015,65,120,1.6805544,6.3568044,0.4333333333333333,0.48,0.16805544,0.7512300765618893,45.319043664571126,Moderate Risk,23.0215374,72.5800568
Chile,Coyhaique,2014,64,75,4.3431134,19.519339,0.4266666666666667,0.3,0.43431134,0.2358988773872977,36.47087101441262,Moderate Risk,-45.5711804,-72.0684863
China,Jurong,2014,64,97,7.187588,9.689675,0.4266666666666667,0.388,0.7187588,0.6207436425135608,51.61671551693788,High Risk,31.9478237,119.1633971
China,Luzhou,2016,64,87,6.9428844,11.113145,0.4266666666666667,0.348,0.69428844,0.565012848682329,49.212692440313255,Moderate Risk,28.8744722,105.4385063
China,Xiangyang,2016,64,93,6.9428844,11.113145,0.4266666666666667,0.372,0.69428844,0.565012848682329,49.69269244031326,Moderate Risk,32.010998,112.1163785
India,Mumbai,2016,64,104,1.7504745,6.369765,0.4266666666666667,0.416,0.17504745,0.7507226513779872,43.902068694226415,Moderate Risk,19.054999,72.8692035
China,Chengdu,2016,63,105,6.9428844,11.113145,0.42,0.42,0.69428844,0.565012848682329,50.38602577364658,High Risk,30.659867,104.063315
China,Leshan,2016,63,93,6.9428844,11.113145,0.42,0.372,0.69428844,0.565012848682329,49.426025773646586,Moderate Risk,29.2233495,103.5966083
China,Nanyang,2016,63,119,6.9428844,11.113145,0.42,0.476,0.69428844,0.565012848682329,51.50602577364658,High Risk,33.0010496,112.5292693
China,Tai'an,2016,63,112,6.9428844,11.113145,0.42,0.448,0.69428844,0.565012848682329,50.94602577364659,High Risk,36.2002968,117.0809316
China,Xining,2014,63,120,7.187588,9.689675,0.42,0.48,0.7187588,0.6207436425135608,53.19004885027122,High Risk,36.6172544,101.7761582
China,Jincheng,2016,62,111,6.9428844,11.113145,0.4133333333333333,0.444,0.69428844,0.565012848682329,50.59935910697991,High Risk,35.4913132,112.8454497
China,Jinzhong,2016,62,109,6.9428844,11.113145,0.4133333333333333,0.436,0.69428844,0.565012848682329,50.43935910697992,High Risk,37.6866796,112.7383414
China,Yichang,2016,62,97,6.9428844,11.113145,0.4133333333333333,0.388,0.69428844,0.565012848682329,49.47935910697991,Moderate Risk,30.6941332,111.2803512
Bangladesh,Sylhet,2015,61,111,0.48277447,0.7931762,0.4066666666666667,0.444,0.048277447,0.9690537160961454,45.493289928589576,Moderate Risk,24.7358854,91.6852476
Iran,Qods,2016,61,140,7.6919622,1.3443363,0.4066666666666667,0.56,0.76919622,0.9474750457335096,61.80009198133687,High Risk,35.7204271,51.1100769
China,Ezhou,2016,60,100,6.9428844,11.113145,0.4,0.4,0.69428844,0.565012848682329,49.18602577364659,Moderate Risk,30.3925379,114.8898988
China,Fuyang,2014,60,90,7.187588,9.689675,0.4,0.36,0.7187588,0.6207436425135608,49.99004885027122,Moderate Risk,32.8926763,115.8090001
China,Jingzhou,2016,60,100,6.9428844,11.113145,0.4,0.4,0.69428844,0.565012848682329,49.18602577364659,Moderate Risk,30.3375612,112.2337264
China,Xuzhou,2016,60,118,6.9428844,11.113145,0.4,0.472,0.69428844,0.565012848682329,50.62602577364659,High Risk,34.2665258,117.1810431
China,Zhangjiagang,2014,60,91,7.187588,9.689675,0.4,0.364,0.7187588,0.6207436425135608,50.07004885027122,High Risk,31.8782976,120.5514595
India,Chandrapur,2016,60,109,1.7504745,6.369765,0.4,0.436,0.17504745,0.7507226513779872,43.23540202755974,Moderate Risk,20.0967555,79.5045475
South Africa,Hartebeespoort,2014,60,119,8.663356,0.81018883,0.4,0.476,0.8663356,0.9683876484058836,62.21446496811768,High Risk,-25.7469729,27.8586157
China,Baoji,2016,59,111,6.9428844,11.113145,0.3933333333333333,0.444,0.69428844,0.565012848682329,49.79935910697992,Moderate Risk,34.3609713,107.2322378
China,Chuzhou,2016,59,77,6.9428844,11.113145,0.3933333333333333,0.308,0.69428844,0.565012848682329,47.07935910697992,Moderate Risk,32.3027377,118.3139455
China,Tongchuan,2016,59,104,6.9428844,11.113145,0.3933333333333333,0.416,0.69428844,0.565012848682329,49.23935910697992,Moderate Risk,34.8972729,108.9403845
China,Bozhou,2016,58,83,6.9428844,11.113145,0.3866666666666666,0.332,0.69428844,0.565012848682329,47.29269244031325,Moderate Risk,33.8490794,115.7730968
China,Jingmen,2016,58,99,6.9428844,11.113145,0.3866666666666666,0.396,0.69428844,0.565012848682329,48.57269244031325,Moderate Risk,31.0375248,112.1937979
China,Korla,2014,58,87,7.187588,9.689675,0.3866666666666666,0.348,0.7187588,0.6207436425135608,49.21671551693789,Moderate Risk,41.7238743,86.173541
China,Lin'an,2014,58,87,7.187588,9.689675,0.3866666666666666,0.348,0.7187588,0.6207436425135608,49.21671551693789,Moderate Risk,30.2371364,119.7192631
China,Pingdu,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.29671551693789,Moderate Risk,36.7534005,119.9648885
China,Wafangdian,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.29671551693789,Moderate Risk,39.6236752,122.005039
China,Xinyang,2016,58,96,6.9428844,11.113145,0.3866666666666666,0.384,0.69428844,0.565012848682329,48.33269244031325,Moderate Risk,32.1461721,114.0852134
China,Yibin,2015,58,82,7.0609546,10.27758,0.3866666666666666,0.328,0.70609546,0.5977263591515298,48.10310304969726,Moderate Risk,28.7555245,104.6406023
China,Yiwu,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.29671551693789,Moderate Risk,29.3089226,120.0702728
China,Zhuji,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.29671551693789,Moderate Risk,29.7112121,120.2419855
Iran,Ahvaz,2016,58,132,7.6919622,1.3443363,0.3866666666666666,0.528,0.76919622,0.9474750457335096,60.36009198133686,High Risk,31.3230637,48.67932
Saudi Arabia,Jubail,2016,58,129,20.873049,0.0036253089,0.3866666666666666,0.516,1.0,0.9999657113831268,65.78598089432921,High Risk,27.0006968,49.6532161
Bangladesh,Dhaka,2016,57,104,0.5084272,0.7402721,0.38,0.416,0.0508427199999999,0.971124983836194,43.95935407672388,Moderate Risk,23.7643863,90.3890144
China,Hefei,2016,57,83,6.9428844,11.113145,0.38,0.332,0.69428844,0.565012848682329,47.02602577364659,Moderate Risk,31.8665676,117.281428
China,Huangshi,2016,57,89,6.9428844,11.113145,0.38,0.356,0.69428844,0.565012848682329,47.50602577364658,Moderate Risk,30.2024971,115.0334144
China,Maanshan,2014,57,87,7.187588,9.689675,0.38,0.348,0.7187588,0.6207436425135608,48.95004885027122,Moderate Risk,31.6866105,118.5048377
China,Nanchong,2014,57,86,7.187588,9.689675,0.38,0.344,0.7187588,0.6207436425135608,48.87004885027122,Moderate Risk,31.210219,106.231735
China,Wuhan,2016,57,92,6.9428844,11.113145,0.38,0.368,0.69428844,0.565012848682329,47.746025773646586,Moderate Risk,30.578891,114.2921197
China,Changde,2016,56,80,6.9428844,11.113145,0.3733333333333333,0.32,0.69428844,0.565012848682329,46.51935910697992,Moderate Risk,29.034552,111.6928724
China,Dazhou,2016,56,86,6.9428844,11.113145,0.3733333333333333,0.344,0.69428844,0.565012848682329,46.99935910697992,Moderate Risk,31.345115,107.650683
China,Huainan,2016,56,85,6.9428844,11.113145,0.3733333333333333,0.34,0.69428844,0.565012848682329,46.91935910697992,Moderate Risk,32.5866826,117.0130019
China,Laixi,2014,56,84,7.187588,9.689675,0.3733333333333333,0.336,0.7187588,0.6207436425135608,48.44338218360456,Moderate Risk,36.8618279,120.5158492
China,Laizhou,2014,56,84,7.187588,9.689675,0.3733333333333333,0.336,0.7187588,0.6207436425135608,48.44338218360456,Moderate Risk,37.1773133,119.9370943
China,Linyi,2014,56,84,7.187588,9.689675,0.3733333333333333,0.336,0.7187588,0.6207436425135608,48.44338218360456,Moderate Risk,35.1032403,118.3506988
China,Suizhou,2016,56,88,6.9428844,11.113145,0.3733333333333333,0.352,0.69428844,0.565012848682329,47.15935910697991,Moderate Risk,31.920921,113.465844
China,Suqian,2016,56,120,6.9428844,11.113145,0.3733333333333333,0.48,0.69428844,0.565012848682329,49.71935910697992,Moderate Risk,33.9644701,118.2696994
China,Wujiang,2014,56,85,7.187588,9.689675,0.3733333333333333,0.34,0.7187588,0.6207436425135608,48.52338218360456,Moderate Risk,30.9941875,120.5986444
China,Xinzhou,2016,56,103,6.9428844,11.113145,0.3733333333333333,0.412,0.69428844,0.565012848682329,48.35935910697992,Moderate Risk,38.76502,112.385805
Iran,Genaveh,2016,56,129,7.6919622,1.3443363,0.3733333333333333,0.516,0.76919622,0.9474750457335096,59.58675864800354,High Risk,29.5403398,50.7140852
Saudi Arabia,Dammam,2016,56,161,20.873049,0.0036253089,0.3733333333333333,0.644,1.0,0.9999657113831268,67.81264756099587,High Risk,26.4367824,50.1039991
China,Deyang,2016,55,91,6.9428844,11.113145,0.3666666666666666,0.364,0.69428844,0.565012848682329,47.13269244031325,Moderate Risk,31.1244028,104.39013
China,Jinzhou,2016,55,81,6.9428844,11.113145,0.3666666666666666,0.324,0.69428844,0.565012848682329,46.33269244031325,Moderate Risk,41.1087113,121.1186159
China,Rizhao,2016,55,101,6.9428844,11.113145,0.3666666666666666,0.404,0.69428844,0.565012848682329,47.93269244031325,Moderate Risk,35.4178833,119.5213994
China,Taian,2014,55,83,7.187588,9.689675,0.3666666666666666,0.332,0.7187588,0.6207436425135608,48.09671551693789,Moderate Risk,41.3785479,122.4268343
China,Yinchuan,2016,55,117,6.9428844,11.113145,0.3666666666666666,0.468,0.69428844,0.565012848682329,49.212692440313255,Moderate Risk,38.4871699,106.2266569
India,Panchkula,2016,55,101,1.7504745,6.369765,0.3666666666666666,0.404,0.17504745,0.7507226513779872,41.262068694226414,Moderate Risk,30.6975401,76.8551066
Iran,Asaluyeh,2016,55,126,7.6919622,1.3443363,0.3666666666666666,0.504,0.76919622,0.9474750457335096,59.08009198133686,High Risk,27.4058675,52.7837744
China,Anqing,2016,54,71,6.9428844,11.113145,0.36,0.284,0.69428844,0.565012848682329,45.266025773646575,Moderate Risk,30.6592336,116.6302585
China,Chongqing,2016,54,77,6.9428844,11.113145,0.36,0.308,0.69428844,0.565012848682329,45.74602577364658,Moderate Risk,30.05518,107.8748712
China,Jining,2014,54,81,7.187588,9.689675,0.36,0.324,0.7187588,0.6207436425135608,47.670048850271215,Moderate Risk,35.4125047,116.5849266
China,Lanzhou,2016,54,132,6.9428844,11.113145,0.36,0.528,0.69428844,0.565012848682329,50.146025773646585,High Risk,36.474436,103.733224
China,Neijiang,2016,54,76,6.9428844,11.113145,0.36,0.304,0.69428844,0.565012848682329,45.66602577364658,Moderate Risk,29.6602202,104.9192806
China,Shaoyang,2016,54,77,6.9428844,11.113145,0.36,0.308,0.69428844,0.565012848682329,45.74602577364658,Moderate Risk,26.9443424,110.9631102
China,Shenyang,2016,54,94,6.9428844,11.113145,0.36,0.376,0.69428844,0.565012848682329,47.106025773646586,Moderate Risk,41.8026095,123.4279105
China,Taicang,2014,54,82,7.187588,9.689675,0.36,0.328,0.7187588,0.6207436425135608,47.75004885027122,Moderate Risk,31.4590371,121.1264772
China,Yixing,2014,54,81,7.187588,9.689675,0.36,0.324,0.7187588,0.6207436425135608,47.670048850271215,Moderate Risk,31.3495972,119.817253
China,Zhaoyuan,2014,54,82,7.187588,9.689675,0.36,0.328,0.7187588,0.6207436425135608,47.75004885027122,Moderate Risk,37.3538319,120.4281727
China,Zibo,2014,54,82,7.187588,9.689675,0.36,0.328,0.7187588,0.6207436425135608,47.75004885027122,Moderate Risk,36.8129564,118.0488401
China,Changsha,2016,53,73,6.9428844,11.113145,0.3533333333333333,0.292,0.69428844,0.565012848682329,45.15935910697992,Moderate Risk,28.1987538,112.9708685
China,Huai'an,2016,53,92,6.9428844,11.113145,0.3533333333333333,0.368,0.69428844,0.565012848682329,46.67935910697992,Moderate Risk,33.5978157,119.0196971
China,Wuhu,2016,53,75,6.9428844,11.113145,0.3533333333333333,0.3,0.69428844,0.565012848682329,45.31935910697992,Moderate Risk,31.3536127,118.4277477
China,Wuxi,2016,53,82,6.9428844,11.113145,0.3533333333333333,0.328,0.69428844,0.565012848682329,45.87935910697992,Moderate Risk,31.5776626,120.2952752
China,Harbin,2016,52,74,6.9428844,11.113145,0.3466666666666667,0.296,0.69428844,0.565012848682329,44.97269244031325,Moderate Risk,45.7593633,126.6276177
China,Hengyang,2016,52,76,6.9428844,11.113145,0.3466666666666667,0.304,0.69428844,0.565012848682329,45.13269244031325,Moderate Risk,26.8971308,112.5666191
China,Jiaonan,2014,52,79,7.187588,9.689675,0.3466666666666667,0.316,0.7187588,0.6207436425135608,46.97671551693789,Moderate Risk,35.9316577,120.0033992
China,Jiaozhou,2014,52,79,7.187588,9.689675,0.3466666666666667,0.316,0.7187588,0.6207436425135608,46.97671551693789,Moderate Risk,36.2640866,120.0284928
China,Liyang,2014,52,78,7.187588,9.689675,0.3466666666666667,0.312,0.7187588,0.6207436425135608,46.896715516937896,Moderate Risk,31.4178958,119.4787471
China,Haimen,2014,51,77,7.187588,9.689675,0.34,0.308,0.7187588,0.6207436425135608,46.55004885027122,Moderate Risk,31.8729183,121.1771295
China,Huanggang,2016,51,75,6.9428844,11.113145,0.34,0.3,0.69428844,0.565012848682329,44.786025773646585,Moderate Risk,30.4560187,114.8673226
China,Jimo,2014,51,77,7.187588,9.689675,0.34,0.308,0.7187588,0.6207436425135608,46.55004885027122,Moderate Risk,36.3890288,120.4420675
China,Shiyan,2016,51,81,6.9428844,11.113145,0.34,0.324,0.69428844,0.565012848682329,45.26602577364659,Moderate Risk,32.45269,110.560812
China,"Taizhou, Jiangsu",2016,51,87,6.9428844,11.113145,0.34,0.348,0.69428844,0.565012848682329,45.74602577364658,Moderate Risk,32.4579729,119.9181174
China,Tongling,2016,51,78,6.9428844,11.113145,0.34,0.312,0.69428844,0.565012848682329,45.02602577364658,Moderate Risk,30.9057603,117.6141351
China,Xiangtan,2016,51,85,6.9428844,11.113145,0.34,0.34,0.69428844,0.565012848682329,45.58602577364659,Moderate Risk,27.681864,112.626292
China,Xuancheng,2016,51,68,6.9428844,11.113145,0.34,0.272,0.69428844,0.565012848682329,44.22602577364658,Moderate Risk,30.9412541,118.7540167
China,Yangzhou,2016,51,87,6.9428844,11.113145,0.34,0.348,0.69428844,0.565012848682329,45.74602577364658,Moderate Risk,32.3968554,119.4077658
China,Zhuzhou,2016,51,83,6.9428844,11.113145,0.34,0.332,0.69428844,0.565012848682329,45.426025773646586,Moderate Risk,27.049812,113.55087
Kuwait,Saad Al-Abdullah,2016,51,63,25.978886,0.026322374,0.34,0.252,1.0,0.9990770902982692,58.62154180596539,High Risk,29.3099502,47.720734
