Country,City/Town,Year,PM2.5,PM10,CO₂ emissions per capita,Renewables,PM2.5_normalized,PM10_normalized,co2_normalized,ren_normalized,risk_score,risk_category,death_rate
India,Kanpur,2016,173,319,1.7504745,6.369765,1.0,1.0,0.17504745,0.7507226513779872,78.52,Very High Risk,83
India,Faridabad,2016,172,316,1.7504745,6.369765,1.0,1.0,0.17504745,0.7507226513779872,78.52,Very High Risk,83
India,Gaya,2016,149,275,1.7504745,6.369765,0.9933333333333332,1.0,0.17504745,0.7507226513779872,78.25,Very High Risk,83
India,Varanasi,2016,146,260,1.7504745,6.369765,0.9733333333333334,1.0,0.17504745,0.7507226513779872,77.45,Very High Risk,83
India,Patna,2016,144,266,1.7504745,6.369765,0.96,1.0,0.17504745,0.7507226513779872,76.92,Very High Risk,83
India,Delhi,2016,143,292,1.7504745,6.369765,0.9533333333333334,1.0,0.17504745,0.7507226513779872,76.65,Very High Risk,83
India,Lucknow,2016,138,255,1.7504745,6.369765,0.92,1.0,0.17504745,0.7507226513779872,75.32,Very High Risk,83
India,Agra,2016,131,194,1.7504745,6.369765,0.8733333333333333,0.776,0.17504745,0.7507226513779872,68.97,High Risk,83
India,Gurgaon,2016,120,124,1.7504745,6.369765,0.8,0.496,0.17504745,0.7507226513779872,60.44,High Risk,83
India,Muzaffarpur,2016,120,221,1.7504745,6.369765,0.8,0.884,0.17504745,0.7507226513779872,68.2,High Risk,83
Pakistan,Peshawar,2010,111,540,0.7403367,10.435932,0.74,1.0,0.07403367,0.5915266621682683,62.91,High Risk,105
Pakistan,Rawalpindi,2010,107,448,0.7403367,10.435932,0.7133333333333334,1.0,0.07403367,0.5915266621682683,61.84,High Risk,105
India,Jaipur,2016,105,193,1.7504745,6.369765,0.7,0.772,0.17504745,0.7507226513779872,61.96,High Risk,83
India,Patiala,2016,101,184,1.7504745,6.369765,0.6733333333333333,0.736,0.17504745,0.7507226513779872,60.17,High Risk,83
India,Jodhpur,2016,98,180,1.7504745,6.369765,0.6533333333333333,0.72,0.17504745,0.7507226513779872,59.05,High Risk,83
Bangladesh,Narayanganj,2015,94,205,0.48277447,0.7931762,0.6266666666666667,0.82,0.048277447,0.9690537160961454,61.81,High Risk,66
China,Baoding,2016,93,147,6.9428844,11.113145,0.62,0.588,0.69428844,0.565012848682329,61.75,High Risk,64
Qatar,Doha,2012,93,168,49.15157,0.007277364,0.62,0.672,1.0,0.9998227284401506,78.24,Very High Risk,91
China,Jinan,2014,90,192,7.187588,9.689675,0.6,0.768,0.7187588,0.6207436425135608,66.15,High Risk,64
China,Shijiazhuang,2015,89,147,7.0609546,10.27758,0.5933333333333334,0.588,0.70609546,0.5977263591515298,61.57,High Risk,64
Pakistan,Karachi,2009,88,290,0.76323503,10.193737,0.5866666666666667,1.0,0.076323503,0.6010089270645818,57.01,High Risk,105
China,Hengshui,2016,87,143,6.9428844,11.113145,0.58,0.572,0.69428844,0.565012848682329,59.83,High Risk,64
China,Xingtai,2016,87,186,6.9428844,11.113145,0.58,0.744,0.69428844,0.565012848682329,63.27,High Risk,64
China,Anyang,2016,86,155,6.9428844,11.113145,0.5733333333333334,0.62,0.69428844,0.565012848682329,60.52,High Risk,64
China,Liaocheng,2016,86,151,6.9428844,11.113145,0.5733333333333334,0.604,0.69428844,0.565012848682329,60.2,High Risk,64
China,Jiaozuo,2016,85,142,6.9428844,11.113145,0.5666666666666667,0.568,0.69428844,0.565012848682329,59.21,High Risk,64
Qatar,Al Wakrah,2012,85,152,49.15157,0.007277364,0.5666666666666667,0.608,1.0,0.9998227284401506,74.82,High Risk,91
Bangladesh,Khulna,2015,84,94,0.48277447,0.7931762,0.56,0.376,0.048277447,0.9690537160961454,50.27,High Risk,66
China,Xinxiang,2016,84,144,6.9428844,11.113145,0.56,0.576,0.69428844,0.565012848682329,59.11,High Risk,64
India,Nagpur,2016,84,86,1.7504745,6.369765,0.56,0.344,0.17504745,0.7507226513779872,47.8,Moderate Risk,83
China,Handan,2016,82,175,6.9428844,11.113145,0.5466666666666666,0.7,0.69428844,0.565012848682329,61.05,High Risk,64
China,Heze,2016,82,143,6.9428844,11.113145,0.5466666666666666,0.572,0.69428844,0.565012848682329,58.49,High Risk,64
China,Ji'ning,2015,82,140,7.0609546,10.27758,0.5466666666666666,0.56,0.70609546,0.5977263591515298,59.14,High Risk,64
China,Xianyang,2016,82,149,6.9428844,11.113145,0.5466666666666666,0.596,0.69428844,0.565012848682329,58.97,High Risk,64
Bangladesh,Gazipur,2015,81,143,0.48277447,0.7931762,0.54,0.572,0.048277447,0.9690537160961454,53.39,High Risk,66
China,Dezhou,2016,81,141,6.9428844,11.113145,0.54,0.564,0.69428844,0.565012848682329,58.07,High Risk,64
China,Zaozhuang,2016,81,141,6.9428844,11.113145,0.54,0.564,0.69428844,0.565012848682329,58.07,High Risk,64
Bangladesh,Barisal,2015,80,113,0.48277447,0.7931762,0.5333333333333333,0.452,0.048277447,0.9690537160961454,50.72,High Risk,66
China,Dongying,2015,79,136,7.0609546,10.27758,0.5266666666666666,0.544,0.70609546,0.5977263591515298,58.02,High Risk,64
China,Luoyang,2016,79,130,6.9428844,11.113145,0.5266666666666666,0.52,0.69428844,0.565012848682329,56.65,High Risk,64
Kuwait,Al-Ahmadi,2015,79,138,24.336504,0.0027495127,0.5266666666666666,0.552,1.0,1.0,72.11,High Risk,45
China,Shouguang,2014,78,117,7.187588,9.689675,0.52,0.468,0.7187588,0.6207436425135608,56.95,High Risk,64
China,Zhengzhou,2016,78,143,6.9428844,11.113145,0.52,0.572,0.69428844,0.565012848682329,57.43,High Risk,64
China,Luohe,2016,77,130,6.9428844,11.113145,0.5133333333333333,0.52,0.69428844,0.565012848682329,56.12,High Risk,64
China,Shangqiu,2016,77,127,6.9428844,11.113145,0.5133333333333333,0.508,0.69428844,0.565012848682329,55.88,High Risk,64
China,Weinan,2016,76,139,6.9428844,11.113145,0.5066666666666667,0.556,0.69428844,0.565012848682329,56.57,High Risk,64
China,Pingdingshan,2016,75,125,6.9428844,11.113145,0.5,0.5,0.69428844,0.565012848682329,55.19,High Risk,64
Saudi Arabia,Yanbu,2017,75,116,20.936852,0.005488546,0.5,0.464,1.0,0.9998927631069576,69.28,High Risk,91
China,Linfen,2016,74,158,6.9428844,11.113145,0.4933333333333333,0.632,0.69428844,0.565012848682329,57.56,High Risk,64
China,Tangshan,2016,74,127,6.9428844,11.113145,0.4933333333333333,0.508,0.69428844,0.565012848682329,55.08,High Risk,64
China,Urumqi,2016,74,115,6.9428844,11.113145,0.4933333333333333,0.46,0.69428844,0.565012848682329,54.12,High Risk,64
India,Kolkata,2016,74,136,1.7504745,6.369765,0.4933333333333333,0.544,0.17504745,0.7507226513779872,49.13,Moderate Risk,83
China,Beijing,2016,73,92,6.9428844,11.113145,0.4866666666666667,0.368,0.69428844,0.565012848682329,52.01,High Risk,64
China,Hebi,2016,73,128,6.9428844,11.113145,0.4866666666666667,0.512,0.69428844,0.565012848682329,54.89,High Risk,64
China,Jinan,2016,73,141,6.9428844,11.113145,0.4866666666666667,0.564,0.69428844,0.565012848682329,55.93,High Risk,64
China,Laiwu,2016,73,127,6.9428844,11.113145,0.4866666666666667,0.508,0.69428844,0.565012848682329,54.81,High Risk,64
China,Zigong,2016,73,99,6.9428844,11.113145,0.4866666666666667,0.396,0.69428844,0.565012848682329,52.57,High Risk,64
Saudi Arabia,Riyadh,2016,73,251,20.873049,0.0036253089,0.4866666666666667,1.0,1.0,0.9999657113831268,79.47,Very High Risk,91
China,Anshan,2015,72,115,7.0609546,10.27758,0.48,0.46,0.70609546,0.5977263591515298,54.48,High Risk,64
China,Kaifeng,2016,72,122,6.9428844,11.113145,0.48,0.488,0.69428844,0.565012848682329,54.15,High Risk,64
China,Xi'an,2016,71,137,6.9428844,11.113145,0.4733333333333333,0.548,0.69428844,0.565012848682329,55.08,High Risk,64
China,Binzhou,2016,70,123,6.9428844,11.113145,0.4666666666666667,0.492,0.69428844,0.565012848682329,53.69,High Risk,64
China,Yangquan,2014,70,105,7.187588,9.689675,0.4666666666666667,0.42,0.7187588,0.6207436425135608,53.86,High Risk,64
China,Cangzhou,2016,69,147,6.9428844,11.113145,0.46,0.588,0.69428844,0.565012848682329,55.35,High Risk,64
China,Puyang,2016,69,137,6.9428844,11.113145,0.46,0.548,0.69428844,0.565012848682329,54.55,High Risk,64
China,Tianjin,2016,69,103,6.9428844,11.113145,0.46,0.412,0.69428844,0.565012848682329,51.83,High Risk,64
China,Jiangyin,2014,68,102,7.187588,9.689675,0.4533333333333333,0.408,0.7187588,0.6207436425135608,53.08,High Risk,64
China,Weinan,2014,68,102,7.187588,9.689675,0.4533333333333333,0.408,0.7187588,0.6207436425135608,53.08,High Risk,64
China,Xuchang,2016,68,122,6.9428844,11.113145,0.4533333333333333,0.488,0.69428844,0.565012848682329,53.08,High Risk,64
China,Zhoukou,2016,68,113,6.9428844,11.113145,0.4533333333333333,0.452,0.69428844,0.565012848682329,52.36,High Risk,64
China,Zhumadian,2016,68,120,6.9428844,11.113145,0.4533333333333333,0.48,0.69428844,0.565012848682329,52.92,High Risk,64
Pakistan,Lahore,2010,68,198,0.7403367,10.435932,0.4533333333333333,0.792,0.07403367,0.5915266621682683,47.28,Moderate Risk,105
Chile,Comuna De Coyhaique,2016,67,85,4.6121125,19.341196,0.4466666666666666,0.34,0.46121125,0.2428734190393712,38.75,Moderate Risk,18
China,Changzhi,2014,67,101,7.187588,9.689675,0.4466666666666666,0.404,0.7187588,0.6207436425135608,52.74,High Risk,64
Bangladesh,Chittagong,2015,66,91,0.48277447,0.7931762,0.44,0.364,0.048277447,0.9690537160961454,45.23,Moderate Risk,66
China,Langfang,2016,66,112,6.9428844,11.113145,0.44,0.448,0.69428844,0.565012848682329,51.75,High Risk,64
China,Sanmenxia,2016,66,127,6.9428844,11.113145,0.44,0.508,0.69428844,0.565012848682329,52.95,High Risk,64
China,Taiyuan,2016,66,125,6.9428844,11.113145,0.44,0.5,0.69428844,0.565012848682329,52.79,High Risk,64
Iran,Hamedan,2013,66,149,7.5856357,1.4233078,0.44,0.596,0.75856357,0.9443832036960638,63.58,High Risk,51
Pakistan,Islamabad,2011,66,217,0.7336991,10.6061125,0.44,0.868,0.07336991,0.5848638632616556,48.12,Moderate Risk,105
India,Ahmedabad,2015,65,120,1.6805544,6.3568044,0.4333333333333333,0.48,0.16805544,0.7512300765618893,45.32,Moderate Risk,83
Chile,Coyhaique,2014,64,75,4.3431134,19.519339,0.4266666666666667,0.3,0.43431134,0.2358988773872977,36.47,Moderate Risk,18
China,Jurong,2014,64,97,7.187588,9.689675,0.4266666666666667,0.388,0.7187588,0.6207436425135608,51.62,High Risk,64
China,Luzhou,2016,64,87,6.9428844,11.113145,0.4266666666666667,0.348,0.69428844,0.565012848682329,49.21,Moderate Risk,64
China,Xiangyang,2016,64,93,6.9428844,11.113145,0.4266666666666667,0.372,0.69428844,0.565012848682329,49.69,Moderate Risk,64
India,Mumbai,2016,64,104,1.7504745,6.369765,0.4266666666666667,0.416,0.17504745,0.7507226513779872,43.9,Moderate Risk,83
China,Chengdu,2016,63,105,6.9428844,11.113145,0.42,0.42,0.69428844,0.565012848682329,50.39,High Risk,64
China,Leshan,2016,63,93,6.9428844,11.113145,0.42,0.372,0.69428844,0.565012848682329,49.43,Moderate Risk,64
China,Nanyang,2016,63,119,6.9428844,11.113145,0.42,0.476,0.69428844,0.565012848682329,51.51,High Risk,64
China,Tai'an,2016,63,112,6.9428844,11.113145,0.42,0.448,0.69428844,0.565012848682329,50.95,High Risk,64
China,Xining,2014,63,120,7.187588,9.689675,0.42,0.48,0.7187588,0.6207436425135608,53.19,High Risk,64
China,Jincheng,2016,62,111,6.9428844,11.113145,0.4133333333333333,0.444,0.69428844,0.565012848682329,50.6,High Risk,64
China,Jinzhong,2016,62,109,6.9428844,11.113145,0.4133333333333333,0.436,0.69428844,0.565012848682329,50.44,High Risk,64
China,Yichang,2016,62,97,6.9428844,11.113145,0.4133333333333333,0.388,0.69428844,0.565012848682329,49.48,Moderate Risk,64
Bangladesh,Sylhet,2015,61,111,0.48277447,0.7931762,0.4066666666666667,0.444,0.048277447,0.9690537160961454,45.49,Moderate Risk,66
Iran,Qods,2016,61,140,7.6919622,1.3443363,0.4066666666666667,0.56,0.76919622,0.9474750457335096,61.8,High Risk,51
China,Ezhou,2016,60,100,6.9428844,11.113145,0.4,0.4,0.69428844,0.565012848682329,49.19,Moderate Risk,64
China,Fuyang,2014,60,90,7.187588,9.689675,0.4,0.36,0.7187588,0.6207436425135608,49.99,Moderate Risk,64
China,Jingzhou,2016,60,100,6.9428844,11.113145,0.4,0.4,0.69428844,0.565012848682329,49.19,Moderate Risk,64
China,Xuzhou,2016,60,118,6.9428844,11.113145,0.4,0.472,0.69428844,0.565012848682329,50.63,High Risk,64
China,Zhangjiagang,2014,60,91,7.187588,9.689675,0.4,0.364,0.7187588,0.6207436425135608,50.07,High Risk,64
India,Chandrapur,2016,60,109,1.7504745,6.369765,0.4,0.436,0.17504745,0.7507226513779872,43.24,Moderate Risk,83
South Africa,Hartebeespoort,2014,60,119,8.663356,0.81018883,0.4,0.476,0.8663356,0.9683876484058836,62.21,High Risk,47
China,Baoji,2016,59,111,6.9428844,11.113145,0.3933333333333333,0.444,0.69428844,0.565012848682329,49.8,Moderate Risk,64
China,Chuzhou,2016,59,77,6.9428844,11.113145,0.3933333333333333,0.308,0.69428844,0.565012848682329,47.08,Moderate Risk,64
China,Tongchuan,2016,59,104,6.9428844,11.113145,0.3933333333333333,0.416,0.69428844,0.565012848682329,49.24,Moderate Risk,64
China,Bozhou,2016,58,83,6.9428844,11.113145,0.3866666666666666,0.332,0.69428844,0.565012848682329,47.29,Moderate Risk,64
China,Jingmen,2016,58,99,6.9428844,11.113145,0.3866666666666666,0.396,0.69428844,0.565012848682329,48.57,Moderate Risk,64
China,Korla,2014,58,87,7.187588,9.689675,0.3866666666666666,0.348,0.7187588,0.6207436425135608,49.22,Moderate Risk,64
China,Lin'an,2014,58,87,7.187588,9.689675,0.3866666666666666,0.348,0.7187588,0.6207436425135608,49.22,Moderate Risk,64
China,Pingdu,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.3,Moderate Risk,64
China,Wafangdian,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.3,Moderate Risk,64
China,Xinyang,2016,58,96,6.9428844,11.113145,0.3866666666666666,0.384,0.69428844,0.565012848682329,48.33,Moderate Risk,64
China,Yibin,2015,58,82,7.0609546,10.27758,0.3866666666666666,0.328,0.70609546,0.5977263591515298,48.1,Moderate Risk,64
China,Yiwu,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.3,Moderate Risk,64
China,Zhuji,2014,58,88,7.187588,9.689675,0.3866666666666666,0.352,0.7187588,0.6207436425135608,49.3,Moderate Risk,64
Iran,Ahvaz,2016,58,132,7.6919622,1.3443363,0.3866666666666666,0.528,0.76919622,0.9474750457335096,60.36,High Risk,51
Saudi Arabia,Jubail,2016,58,129,20.873049,0.0036253089,0.3866666666666666,0.516,1.0,0.9999657113831268,65.79,High Risk,91
Bangladesh,Dhaka,2016,57,104,0.5084272,0.7402721,0.38,0.416,0.0508427199999999,0.971124983836194,43.96,Moderate Risk,66
China,Hefei,2016,57,83,6.9428844,11.113145,0.38,0.332,0.69428844,0.565012848682329,47.03,Moderate Risk,64
China,Huangshi,2016,57,89,6.9428844,11.113145,0.38,0.356,0.69428844,0.565012848682329,47.51,Moderate Risk,64
China,Maanshan,2014,57,87,7.187588,9.689675,0.38,0.348,0.7187588,0.6207436425135608,48.95,Moderate Risk,64
China,Nanchong,2014,57,86,7.187588,9.689675,0.38,0.344,0.7187588,0.6207436425135608,48.87,Moderate Risk,64
China,Wuhan,2016,57,92,6.9428844,11.113145,0.38,0.368,0.69428844,0.565012848682329,47.75,Moderate Risk,64
China,Changde,2016,56,80,6.9428844,11.113145,0.3733333333333333,0.32,0.69428844,0.565012848682329,46.52,Moderate Risk,64
China,Dazhou,2016,56,86,6.9428844,11.113145,0.3733333333333333,0.344,0.69428844,0.565012848682329,47.0,Moderate Risk,64
China,Huainan,2016,56,85,6.9428844,11.113145,0.3733333333333333,0.34,0.69428844,0.565012848682329,46.92,Moderate Risk,64
China,Laixi,2014,56,84,7.187588,9.689675,0.3733333333333333,0.336,0.7187588,0.6207436425135608,48.44,Moderate Risk,64
China,Laizhou,2014,56,84,7.187588,9.689675,0.3733333333333333,0.336,0.7187588,0.6207436425135608,48.44,Moderate Risk,64
China,Linyi,2014,56,84,7.187588,9.689675,0.3733333333333333,0.336,0.7187588,0.6207436425135608,48.44,Moderate Risk,64
China,Suizhou,2016,56,88,6.9428844,11.113145,0.3733333333333333,0.352,0.69428844,0.565012848682329,47.16,Moderate Risk,64
China,Suqian,2016,56,120,6.9428844,11.113145,0.3733333333333333,0.48,0.69428844,0.565012848682329,49.72,Moderate Risk,64
China,Wujiang,2014,56,85,7.187588,9.689675,0.3733333333333333,0.34,0.7187588,0.6207436425135608,48.52,Moderate Risk,64
China,Xinzhou,2016,56,103,6.9428844,11.113145,0.3733333333333333,0.412,0.69428844,0.565012848682329,48.36,Moderate Risk,64
Iran,Genaveh,2016,56,129,7.6919622,1.3443363,0.3733333333333333,0.516,0.76919622,0.9474750457335096,59.59,High Risk,51
Saudi Arabia,Dammam,2016,56,161,20.873049,0.0036253089,0.3733333333333333,0.644,1.0,0.9999657113831268,67.81,High Risk,91
China,Deyang,2016,55,91,6.9428844,11.113145,0.3666666666666666,0.364,0.69428844,0.565012848682329,47.13,Moderate Risk,64
China,Jinzhou,2016,55,81,6.9428844,11.113145,0.3666666666666666,0.324,0.69428844,0.565012848682329,46.33,Moderate Risk,64
China,Rizhao,2016,55,101,6.9428844,11.113145,0.3666666666666666,0.404,0.69428844,0.565012848682329,47.93,Moderate Risk,64
China,Taian,2014,55,83,7.187588,9.689675,0.3666666666666666,0.332,0.7187588,0.6207436425135608,48.1,Moderate Risk,64
China,Yinchuan,2016,55,117,6.9428844,11.113145,0.3666666666666666,0.468,0.69428844,0.565012848682329,49.21,Moderate Risk,64
India,Panchkula,2016,55,101,1.7504745,6.369765,0.3666666666666666,0.404,0.17504745,0.7507226513779872,41.26,Moderate Risk,83
Iran,Asaluyeh,2016,55,126,7.6919622,1.3443363,0.3666666666666666,0.504,0.76919622,0.9474750457335096,59.08,High Risk,51
China,Anqing,2016,54,71,6.9428844,11.113145,0.36,0.284,0.69428844,0.565012848682329,45.27,Moderate Risk,64
China,Chongqing,2016,54,77,6.9428844,11.113145,0.36,0.308,0.69428844,0.565012848682329,45.75,Moderate Risk,64
China,Jining,2014,54,81,7.187588,9.689675,0.36,0.324,0.7187588,0.6207436425135608,47.67,Moderate Risk,64
China,Lanzhou,2016,54,132,6.9428844,11.113145,0.36,0.528,0.69428844,0.565012848682329,50.15,High Risk,64
China,Neijiang,2016,54,76,6.9428844,11.113145,0.36,0.304,0.69428844,0.565012848682329,45.67,Moderate Risk,64
China,Shaoyang,2016,54,77,6.9428844,11.113145,0.36,0.308,0.69428844,0.565012848682329,45.75,Moderate Risk,64
China,Shenyang,2016,54,94,6.9428844,11.113145,0.36,0.376,0.69428844,0.565012848682329,47.11,Moderate Risk,64
China,Taicang,2014,54,82,7.187588,9.689675,0.36,0.328,0.7187588,0.6207436425135608,47.75,Moderate Risk,64
China,Yixing,2014,54,81,7.187588,9.689675,0.36,0.324,0.7187588,0.6207436425135608,47.67,Moderate Risk,64
China,Zhaoyuan,2014,54,82,7.187588,9.689675,0.36,0.328,0.7187588,0.6207436425135608,47.75,Moderate Risk,64
China,Zibo,2014,54,82,7.187588,9.689675,0.36,0.328,0.7187588,0.6207436425135608,47.75,Moderate Risk,64
China,Changsha,2016,53,73,6.9428844,11.113145,0.3533333333333333,0.292,0.69428844,0.565012848682329,45.16,Moderate Risk,64
China,Huai'an,2016,53,92,6.9428844,11.113145,0.3533333333333333,0.368,0.69428844,0.565012848682329,46.68,Moderate Risk,64
China,Wuhu,2016,53,75,6.9428844,11.113145,0.3533333333333333,0.3,0.69428844,0.565012848682329,45.32,Moderate Risk,64
China,Wuxi,2016,53,82,6.9428844,11.113145,0.3533333333333333,0.328,0.69428844,0.565012848682329,45.88,Moderate Risk,64
China,Harbin,2016,52,74,6.9428844,11.113145,0.3466666666666667,0.296,0.69428844,0.565012848682329,44.97,Moderate Risk,64
China,Hengyang,2016,52,76,6.9428844,11.113145,0.3466666666666667,0.304,0.69428844,0.565012848682329,45.13,Moderate Risk,64
China,Jiaonan,2014,52,79,7.187588,9.689675,0.3466666666666667,0.316,0.7187588,0.6207436425135608,46.98,Moderate Risk,64
China,Jiaozhou,2014,52,79,7.187588,9.689675,0.3466666666666667,0.316,0.7187588,0.6207436425135608,46.98,Moderate Risk,64
China,Liyang,2014,52,78,7.187588,9.689675,0.3466666666666667,0.312,0.7187588,0.6207436425135608,46.9,Moderate Risk,64
China,Haimen,2014,51,77,7.187588,9.689675,0.34,0.308,0.7187588,0.6207436425135608,46.55,Moderate Risk,64
China,Huanggang,2016,51,75,6.9428844,11.113145,0.34,0.3,0.69428844,0.565012848682329,44.79,Moderate Risk,64
China,Jimo,2014,51,77,7.187588,9.689675,0.34,0.308,0.7187588,0.6207436425135608,46.55,Moderate Risk,64
China,Shiyan,2016,51,81,6.9428844,11.113145,0.34,0.324,0.69428844,0.565012848682329,45.27,Moderate Risk,64
China,"Taizhou, Jiangsu",2016,51,87,6.9428844,11.113145,0.34,0.348,0.69428844,0.565012848682329,45.75,Moderate Risk,64
China,Tongling,2016,51,78,6.9428844,11.113145,0.34,0.312,0.69428844,0.565012848682329,45.03,Moderate Risk,64
China,Xiangtan,2016,51,85,6.9428844,11.113145,0.34,0.34,0.69428844,0.565012848682329,45.59,Moderate Risk,64
China,Xuancheng,2016,51,68,6.9428844,11.113145,0.34,0.272,0.69428844,0.565012848682329,44.23,Moderate Risk,64
China,Yangzhou,2016,51,87,6.9428844,11.113145,0.34,0.348,0.69428844,0.565012848682329,45.75,Moderate Risk,64
China,Zhuzhou,2016,51,83,6.9428844,11.113145,0.34,0.332,0.69428844,0.565012848682329,45.43,Moderate Risk,64
Kuwait,Saad Al-Abdullah,2016,51,63,25.978886,0.026322374,0.34,0.252,1.0,0.9990770902982692,58.62,High Risk,45
China,Baishan,2016,50,81,6.9428844,11.113145,0.3333333333333333,0.324,0.69428844,0.565012848682329,45.0,Moderate Risk,64
China,Jiujiang,2016,50,74,6.9428844,11.113145,0.3333333333333333,0.296,0.69428844,0.565012848682329,44.44,Moderate Risk,64
China,Zhenjiang,2016,50,80,6.9428844,11.113145,0.3333333333333333,0.32,0.69428844,0.565012848682329,44.92,Moderate Risk,64
India,Pune,2016,50,89,1.7504745,6.369765,0.3333333333333333,0.356,0.17504745,0.7507226513779872,38.97,Moderate Risk,83
Iran,Zabol,2016,50,115,7.6919622,1.3443363,0.3333333333333333,0.46,0.76919622,0.9474750457335096,56.87,High Risk,51
Chile,Padre Las Casas,2016,49,64,4.6121125,19.341196,0.3266666666666666,0.256,0.46121125,0.2428734190393712,32.27,Moderate Risk,18
China,Changshu,2014,49,74,7.187588,9.689675,0.3266666666666666,0.296,0.7187588,0.6207436425135608,45.78,Moderate Risk,64
China,Changzhou,2016,49,81,6.9428844,11.113145,0.3266666666666666,0.324,0.69428844,0.565012848682329,44.73,Moderate Risk,64
China,Hangzhou,2016,49,105,6.9428844,11.113145,0.3266666666666666,0.42,0.69428844,0.565012848682329,46.65,Moderate Risk,64
China,Ma'anshan,2016,49,75,6.9428844,11.113145,0.3266666666666666,0.3,0.69428844,0.565012848682329,44.25,Moderate Risk,64
China,Mianyang,2016,49,78,6.9428844,11.113145,0.3266666666666666,0.312,0.69428844,0.565012848682329,44.49,Moderate Risk,64
China,Weifang,2014,49,73,7.187588,9.689675,0.3266666666666666,0.292,0.7187588,0.6207436425135608,45.7,Moderate Risk,64
China,Xi'ning,2016,49,113,6.9428844,11.113145,0.3266666666666666,0.452,0.69428844,0.565012848682329,47.29,Moderate Risk,64
China,Yueyang,2016,49,72,6.9428844,11.113145,0.3266666666666666,0.288,0.69428844,0.565012848682329,44.01,Moderate Risk,64
China,Ziyang,2016,49,95,6.9428844,11.113145,0.3266666666666666,0.38,0.69428844,0.565012848682329,45.85,Moderate Risk,64
India,Chennai,2016,49,80,1.7504745,6.369765,0.3266666666666666,0.32,0.17504745,0.7507226513779872,37.98,Moderate Risk,83
China,Baicheng,2016,48,75,6.9428844,11.113145,0.32,0.3,0.69428844,0.565012848682329,43.99,Moderate Risk,64
China,Enshi,2016,48,69,6.9428844,11.113145,0.32,0.276,0.69428844,0.565012848682329,43.51,Moderate Risk,64
China,Jintan,2014,48,72,7.187588,9.689675,0.32,0.288,0.7187588,0.6207436425135608,45.35,Moderate Risk,64
China,Nanjing,2016,48,85,6.9428844,11.113145,0.32,0.34,0.69428844,0.565012848682329,44.79,Moderate Risk,64
China,Rushan,2014,48,72,7.187588,9.689675,0.32,0.288,0.7187588,0.6207436425135608,45.35,Moderate Risk,64
China,Tieling,2016,48,83,6.9428844,11.113145,0.32,0.332,0.69428844,0.565012848682329,44.63,Moderate Risk,64
China,Wuzhong,2016,48,98,6.9428844,11.113145,0.32,0.392,0.69428844,0.565012848682329,45.83,Moderate Risk,64
China,Xianning,2016,48,77,6.9428844,11.113145,0.32,0.308,0.69428844,0.565012848682329,44.15,Moderate Risk,64
China,Yan'an,2014,48,73,7.187588,9.689675,0.32,0.292,0.7187588,0.6207436425135608,45.43,Moderate Risk,64
China,Zhangjiajie,2016,48,72,6.9428844,11.113145,0.32,0.288,0.69428844,0.565012848682329,43.75,Moderate Risk,64
Vietnam,Hanoi,2016,48,102,2.3513482,18.652882,0.32,0.408,0.23513482,0.2698218518304736,31.06,Moderate Risk,52
Bangladesh,Rajshahi,2015,47,86,0.48277447,0.7931762,0.3133333333333333,0.344,0.048277447,0.9690537160961454,39.76,Moderate Risk,66
China,Baotou,2016,47,105,6.9428844,11.113145,0.3133333333333333,0.42,0.69428844,0.565012848682329,46.12,Moderate Risk,64
China,Guilin,2016,47,64,6.9428844,11.113145,0.3133333333333333,0.256,0.69428844,0.565012848682329,42.84,Moderate Risk,64
China,Huludao,2016,47,87,6.9428844,11.113145,0.3133333333333333,0.348,0.69428844,0.565012848682329,44.68,Moderate Risk,64
China,Huzhou,2016,47,100,6.9428844,11.113145,0.3133333333333333,0.4,0.69428844,0.565012848682329,45.72,Moderate Risk,64
China,Liaoyang,2016,47,83,6.9428844,11.113145,0.3133333333333333,0.332,0.69428844,0.565012848682329,44.36,Moderate Risk,64
China,Shizuishan,2016,47,114,6.9428844,11.113145,0.3133333333333333,0.456,0.69428844,0.565012848682329,46.84,Moderate Risk,64
China,Zhangqiu,2014,47,71,7.187588,9.689675,0.3133333333333333,0.284,0.7187588,0.6207436425135608,45.0,Moderate Risk,64
China,Changchun,2016,46,78,6.9428844,11.113145,0.3066666666666666,0.312,0.69428844,0.565012848682329,43.69,Moderate Risk,64
China,Guang'an,2016,46,78,6.9428844,11.113145,0.3066666666666666,0.312,0.69428844,0.565012848682329,43.69,Moderate Risk,64
China,Haidong,2016,46,114,6.9428844,11.113145,0.3066666666666666,0.456,0.69428844,0.565012848682329,46.57,Moderate Risk,64
China,Jinhua,2016,46,98,6.9428844,11.113145,0.3066666666666666,0.392,0.69428844,0.565012848682329,45.29,Moderate Risk,64
China,Kunshan,2014,46,69,7.187588,9.689675,0.3066666666666666,0.276,0.7187588,0.6207436425135608,44.58,Moderate Risk,64
